SoCCCD,HoTen,GioiTinh,NgaySinh,NgayVaoDang,DienDangVien,NgayChinhThuc,TrangThaiSinhHoat,DiaChi,QueQuan,NoiThuongTru,DanToc,NgheNghiep,GDPT,LyLuanChinhTri,SoDienThoai,TenChiBo
001614189814,Vũ Hữu Thành,Nam,1996-01-14,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0182427806,Chi bộ khu dân cư 35
008917600873,Huỳnh Minh Cường,Nam,1995-11-09,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0456502354,Chi bộ khu dân cư 27
087985691824,Bùi Đức Hiếu,Nam,1999-01-31,2017-09-02,Chính thức,2018-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0688461986,Chi bộ khu dân cư 03
045071554951,Đặng Thu Hoa,Nữ,1963-05-18,1982-02-03,Chính thức,1983-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0707965709,Chi bộ khu dân cư 02
030873651458,Đỗ Công Tuấn,Nam,2006-07-21,2025-03-26,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0342081064,Chi bộ Trạm Y tế phường
080580067332,Phạm Thu Châu,Nữ,1952-01-15,1970-03-26,Chính thức,1971-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0542038932,Chi bộ khu dân cư 10
050645030877,Vũ Phương Trang,Nữ,2007-03-19,2025-08-19,Chính thức,2026-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0540254870,Chi bộ khu dân cư 03
011659173929,Phan Văn Hải,Nam,2000-08-01,2019-03-26,Chính thức,2020-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0187198080,Chi bộ khu dân cư 15
015331933354,Dương Minh Tuấn,Nam,1998-05-19,2017-05-19,Chính thức,2018-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0490762319,Chi bộ khu dân cư 30
097691682104,Vũ Công An,Nam,1994-02-19,2012-05-19,Chính thức,2013-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0309407569,Chi bộ khu dân cư 10
048588389828,Hồ Văn Phong,Nam,2002-10-29,2021-08-19,Chính thức,2022-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0418500877,Chi bộ khu dân cư 28
096094868503,Dương Công Hiếu,Nam,1985-06-24,2004-05-19,Chính thức,2005-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0148343481,Chi bộ khu dân cư 40
090103421021,Huỳnh Hữu Hùng,Nam,1953-07-19,1972-09-02,Chính thức,1973-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0072060571,Chi bộ khu dân cư 08
064944628683,Phan Quang An,Nam,2006-02-11,2024-03-26,Chính thức,2025-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0324596970,Chi bộ khu dân cư 06
008196901361,Hoàng Phương Giang,Nữ,2005-04-23,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0634430276,Chi bộ khu dân cư 19
091270106397,Phan Mỹ Châu,Nữ,1961-10-19,1980-08-19,Chính thức,1981-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0230352841,Chi bộ khu dân cư 39
090317341385,Vũ Thanh Phương,Nữ,1977-09-18,1996-05-19,Chính thức,1997-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0452734367,Chi bộ khu dân cư 27
062475764928,Phạm Mai Phương,Nữ,2007-03-27,2025-05-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0987329737,Chi bộ khu dân cư 06
013886270140,Trần Phương Châu,Nữ,1994-12-12,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0482788367,Chi bộ khu dân cư 39
002630877912,Bùi Thị Ngân,Nữ,1996-07-08,2015-08-19,Chính thức,2016-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0604557987,Chi bộ khu dân cư 08
027162479288,Bùi Hữu Phong,Nam,1984-12-19,2003-03-26,Chính thức,2004-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0694189424,Chi bộ Trạm Y tế phường
030088155309,Võ Ngọc Hải,Nam,1950-02-04,1968-05-19,Chính thức,1969-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0698673524,Chi bộ khu dân cư 39
041225811913,Dương Phương Duyên,Nữ,1989-07-25,2008-02-03,Chính thức,2009-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0096330370,Chi bộ khu dân cư 29
035773077765,Bùi Thanh Quân,Nam,1984-08-02,2003-02-03,Chính thức,2004-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0582350361,Chi bộ Cơ quan UBND phường
083532263457,Võ Quang Hùng,Nam,1990-01-29,2008-03-26,Chính thức,2009-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0001503541,Chi bộ khu dân cư 23
044742984858,Trần Quang Nam,Nam,1972-11-16,1991-09-02,Chính thức,1992-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0055416372,Chi bộ khu dân cư 13
073678964255,Đặng Quang Long,Nam,1998-12-20,2017-02-03,Chính thức,2018-02-04,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0262932805,Chi bộ khu dân cư 10
014058590157,Dương Minh Bình,Nam,1977-07-26,1996-03-26,Chính thức,1997-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0818816642,Chi bộ HTX Nông nghiệp cũ
000359441408,Võ Văn Sơn,Nam,1955-02-08,1973-05-19,Chính thức,1974-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0383795704,Chi bộ khu dân cư 28
028115223269,Huỳnh Diệu Trang,Nữ,1951-05-26,1970-09-02,Chính thức,1971-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0520456576,Chi bộ Công an phường
020984017796,Huỳnh Ngọc Long,Nam,1996-02-22,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0972774183,Chi bộ khu dân cư 25
077145220629,Trần Gia Cường,Nam,1983-07-23,2002-08-19,Chính thức,2003-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0682578665,Chi bộ khu dân cư 05
012383413372,Huỳnh Đức Nam,Nam,1956-05-03,1975-09-02,Chính thức,1976-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0310376677,Chi bộ khu dân cư 13
024064834438,Huỳnh Gia Sơn,Nam,1991-09-21,2010-08-19,Chính thức,2011-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0489785075,Chi bộ khu dân cư 38
025890652568,Hoàng Đức Phong,Nam,1981-03-20,1999-02-03,Chính thức,2000-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0668132883,Chi bộ khu dân cư 10
034653425812,Hoàng Hữu Tuấn,Nam,1992-12-08,2011-03-26,Chính thức,2012-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0293840236,Chi bộ Nghiệp đoàn Nghề cá
068393383620,Bùi Kim Trang,Nữ,1992-04-15,2011-05-19,Chính thức,2012-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0427907693,Chi bộ khu dân cư 34
051231799893,Đặng Công Quân,Nam,2000-12-23,2019-03-26,Chính thức,2020-03-26,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0967008705,Chi bộ khu dân cư 16
094707447851,Trần Văn Phong,Nam,1989-01-04,2007-05-19,Chính thức,2008-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0366644057,Chi bộ khu dân cư 38
055065670332,Nguyễn Ngọc Hoa,Nữ,1965-02-26,1983-02-03,Chính thức,1984-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0480970902,Chi bộ khu dân cư 15
060575553592,Phạm Đức Cường,Nam,1953-11-30,1972-05-19,Chính thức,1973-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0771312903,Chi bộ khu dân cư 28
082901633262,Phạm Anh Nam,Nam,1977-11-21,1996-08-19,Chính thức,1997-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0705723613,Chi bộ khu dân cư 03
097148817294,Bùi Công Phong,Nam,1960-03-31,1978-09-02,Chính thức,1979-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0964061386,Chi bộ khu dân cư 11
034751075105,Bùi Quang Dũng,Nam,1995-04-23,2014-09-02,Chính thức,2015-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0984635174,Chi bộ khu dân cư 20
027927706471,Lê Ngọc Lan,Nữ,2004-03-06,2022-05-19,Chính thức,2023-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0905464308,Chi bộ Cơ quan UBND phường
005484507367,Dương Đức Bình,Nam,2000-11-04,2019-09-02,Chính thức,2020-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0179191941,Chi bộ khu dân cư 17
042555663149,Huỳnh Thanh Anh,Nữ,1954-03-11,1972-03-26,Chính thức,1973-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0400528309,Chi bộ khu dân cư 14
008960858687,Nguyễn Ngọc Thành,Nam,2000-08-21,2019-09-02,Chính thức,2020-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0944938536,Chi bộ khu dân cư 11
011970124494,Vũ Kim Thảo,Nữ,1980-06-18,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0209531072,Chi bộ khu dân cư 01
022865597731,Trần Anh Long,Nam,2001-03-24,2019-09-02,Chính thức,2020-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0117632353,Chi bộ khu dân cư 22
067936826683,Lê Văn Sơn,Nam,1969-05-01,1988-02-03,Chính thức,1989-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0146363828,Chi bộ khu dân cư 16
077842338089,Phan Thanh Hùng,Nam,1958-04-16,1977-03-26,Chính thức,1978-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0746034887,Chi bộ trường THCS Lý Tự Trọng
092533320647,Dương Ngọc Châu,Nữ,1970-07-08,1989-05-19,Chính thức,1990-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0857384574,Chi bộ khu dân cư 06
024629555812,Vũ Thị Hạnh,Nữ,1957-12-18,1976-02-03,Chính thức,1977-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0546078908,Chi bộ khu dân cư 38
010329675628,Hồ Bảo Hạnh,Nữ,1969-03-29,1987-05-19,Chính thức,1988-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0658589415,Chi bộ khu dân cư 22
028469612804,Vũ Hữu Long,Nam,1981-03-23,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0113428301,Chi bộ khu dân cư 27
017130212145,Nguyễn Thanh Phong,Nam,1979-08-22,1998-09-02,Chính thức,1999-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0220436923,Chi bộ khu dân cư 12
097325315812,Vũ Thanh Thành,Nam,1977-09-25,1996-02-03,Chính thức,1997-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0779347040,Chi bộ khu dân cư 31
027888048031,Trần Quang Dũng,Nam,1962-04-01,1980-03-26,Chính thức,1981-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0502379659,Chi bộ khu dân cư 17
055060956049,Ngô Thanh Phong,Nam,1956-02-08,1974-03-26,Chính thức,1975-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0882322671,Chi bộ khu dân cư 14
030867391319,Trần Văn Cường,Nam,1989-01-03,2007-03-26,Chính thức,2008-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0566481992,Chi bộ khu dân cư 25
052281677169,Ngô Ngọc Long,Nam,1984-04-08,2003-05-19,Chính thức,2004-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0843012852,Chi bộ Nghiệp đoàn Nghề cá
021029372745,Đặng Thị Linh,Nữ,1998-10-15,2017-03-26,Chính thức,2018-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0122942865,Chi bộ khu dân cư 20
033529367241,Đặng Kim Trang,Nữ,1981-05-27,2000-03-26,Chính thức,2001-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0328703623,Chi bộ khu dân cư 04
050214958622,Đỗ Diệu Hạnh,Nữ,1968-06-27,1987-02-03,Chính thức,1988-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0001323501,Chi bộ trường THCS Lý Tự Trọng
019313982999,Trần Công Long,Nam,1947-07-12,1966-02-03,Chính thức,1967-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0544397378,Chi bộ khu dân cư 07
064287016389,Nguyễn Minh Hiếu,Nam,1984-02-26,2002-02-03,Chính thức,2003-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0282150541,Chi bộ khu dân cư 27
083136878242,Đặng Công Cường,Nam,1974-09-09,1993-09-02,Chính thức,1994-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0993648651,Chi bộ khu dân cư 15
015655731134,Phạm Thanh Hoa,Nữ,1995-05-09,2014-08-19,Chính thức,2015-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0361679296,Chi bộ khu dân cư 20
066226402643,Hoàng Minh Hiếu,Nam,1975-08-12,1994-05-19,Chính thức,1995-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0236552803,Chi bộ khu dân cư 03
001614693557,Nguyễn Kim Ngân,Nữ,1946-03-29,1964-05-19,Chính thức,1965-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0061396245,Chi bộ khu dân cư 24
049989889922,Huỳnh Gia Khang,Nam,1992-12-26,2011-05-19,Chính thức,2012-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0486391391,Chi bộ khu dân cư 30
031442864390,Lê Gia Phong,Nam,1952-04-09,1971-09-02,Chính thức,1972-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0323081736,Chi bộ khu dân cư 33
090570319293,Ngô Ngọc Tuấn,Nam,1949-04-21,1968-02-03,Chính thức,1969-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0667677043,Chi bộ khu dân cư 26
005461527799,Nguyễn Thanh Sơn,Nam,1987-05-26,2006-02-03,Chính thức,2007-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0715511206,Chi bộ khu dân cư 10
037633712911,Trần Diệu Trang,Nữ,1989-01-18,2007-09-02,Chính thức,2008-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0673367375,Chi bộ khu dân cư 22
077538696382,Vũ Quang Thành,Nam,1956-03-15,1974-02-03,Chính thức,1975-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0001382855,Chi bộ khu dân cư 19
071417421969,Dương Mai Hạnh,Nữ,2006-03-22,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0992900272,Chi bộ khu dân cư 14
071615838455,Huỳnh Ngọc Thành,Nam,1994-12-03,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0631517333,Chi bộ khu dân cư 20
040283553471,Hoàng Thanh Bình,Nam,1973-12-29,1992-05-19,Chính thức,1993-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0689404965,Chi bộ khu dân cư 33
081295935606,Huỳnh Hữu Khang,Nam,2006-07-24,2025-08-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0307450772,Chi bộ khu dân cư 37
022230599405,Phạm Diệu Hoa,Nữ,1971-12-29,1990-03-26,Chính thức,1991-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0482089744,Chi bộ khu dân cư 06
040121533164,Đặng Văn Dũng,Nam,1925-12-15,1944-05-19,Chính thức,1945-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0089195810,Chi bộ khu dân cư 05
020729888597,Lê Quang Phong,Nam,1990-02-08,2008-09-02,Chính thức,2009-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0069308886,Chi bộ Công an phường
089530063549,Trần Đức Hiếu,Nam,1950-02-15,1968-02-03,Chính thức,1969-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0941139573,Chi bộ khu dân cư 40
